auc,ap,brier
0.9488360249309904,0.8900135337812353,0.08918803325331874
0.9469837197765945,0.8928588716140273,0.09375799352465476
0.947413264318282,0.8917997707575571,0.09235289339986594
0.9525236744281314,0.9023698822280302,0.08875488195463754
0.9454636026361382,0.887941039398988,0.09467279694768785
0.9513828490057641,0.9017161151285911,0.09164896923374703
0.9541132750701997,0.8972172727016656,0.0866110479256259
0.9538691066696648,0.9020581256455398,0.0875287690927099
0.9520535217536441,0.8933587193677764,0.08831376561197958
0.9462734478864656,0.8848357377480766,0.09278236090107866
0.945458256591289,0.891657013612291,0.09446869661244213
0.9449643117556294,0.8898907032535724,0.09553118930738619
0.9454895878802309,0.8828797481558515,0.093336497288805
0.9491846460989467,0.89493433267049,0.09173916252856432
0.9527238396317508,0.895767824708056,0.08787843566959097
0.9495310572351368,0.8888797991901903,0.08962878004834511
0.9458655321681114,0.8930835740398084,0.09315261440592225
0.9476916657394013,0.881274660263252,0.09146057333066171
0.9449565667057278,0.8822747865381657,0.09246479383744995
0.9447281530688364,0.881166287274567,0.09288326197998283
0.9449725721946348,0.8808058163390716,0.09385689730462962
0.9468672722188727,0.8864516516438338,0.09315119061270619
0.9553665597518999,0.9011563710933532,0.08615044865316
0.940683320597294,0.8820427273555362,0.09677959172378589
0.9565103087160467,0.9073892954187004,0.08556459970411595
0.9517533858764644,0.8927632849636657,0.08778911684649233
0.950344741378176,0.8972380199418432,0.09045344743483537
0.9491397672375933,0.8881874037636527,0.09092528992200657
0.9458151124982612,0.8878113944917427,0.0928391981550671
0.9481361471249765,0.8874024657973653,0.09050570226228681
0.9486194411130486,0.8903117236640757,0.0914861108091098
0.950489726391994,0.9004679684305157,0.09152846747028706
0.9457846484179031,0.8920149010960099,0.094642805292133
0.9475714541000206,0.8845800805483895,0.09337610738961087
0.949097489727075,0.8917688180378432,0.09032909892913187
0.9413464049945128,0.8796950883691553,0.09677551016371826
0.9446179407190233,0.8749605615075164,0.09268436049696563
0.9408011015490534,0.8739518937495294,0.09612206608515804
0.9454705140011597,0.8896082243994553,0.09529615288448127
