alpha_dynamic,alpha_graph,alpha_critical,alpha_base,selection_objective,mean_continent_gain,std_continent_gain,worst_continent_gain,share_positive_continent_gain,robust_score
0.25,0.2,0.15000000000000002,0.4,0.6945171055546239,0.03537357373528235,0.042403401744817784,0.001333661065719638,1.0,0.032988756883304715
0.25,0.2,0.2,0.35000000000000003,0.7010153646503604,0.043161296850118304,0.04236198009202679,0.009604226651067749,1.0,0.04090975891227868
0.25,0.25,0.0,0.5,0.6725491481875152,0.011332777099165728,0.03453590841867189,-0.018395092513878275,0.3333333333333333,-0.0037385641937771976
0.25,0.25,0.05,0.45,0.680431178966863,0.01997125902280465,0.035604689139221164,-0.010071577090808526,0.3333333333333333,0.01079851668395356
0.25,0.25,0.1,0.4,0.6880743672020457,0.03005638084905941,0.04009312001442376,-0.0017657953749631305,0.6666666666666666,0.026491475005987544
0.25,0.25,0.15000000000000002,0.35,0.695478712893063,0.037196318854711086,0.041699108957761105,0.003938273305492457,1.0,0.03488707757246677
0.25,0.25,0.2,0.3,0.7015871335874835,0.04251772416641053,0.04402772393584682,0.007040628950557903,1.0,0.04014436209980777
0.30000000000000004,0.0,0.0,0.7,0.6749643496197352,0.011814360970714052,0.03424711563495256,-0.021200457798617567,0.3333333333333333,-0.005149328570204431
0.30000000000000004,0.0,0.05,0.6499999999999999,0.6813468792907552,0.01711018545776503,0.03572257899105004,-0.015460570442606958,0.3333333333333333,0.004174030590986574
0.30000000000000004,0.0,0.1,0.6,0.6881581974401982,0.025803245548027598,0.04011076857390929,-0.009738416793820703,0.6666666666666666,0.016657769431759638
0.30000000000000004,0.0,0.15000000000000002,0.5499999999999999,0.6948419448825738,0.0342725444519002,0.04227977253145822,-0.001450017524093905,0.6666666666666666,0.030889102456684598
0.30000000000000004,0.0,0.2,0.49999999999999994,0.7017319371291763,0.042330156400061957,0.0425990987497204,0.006820648038408428,1.0,0.04007398041918316
0.30000000000000004,0.05,0.0,0.6499999999999999,0.6752047093032668,0.01136224471689018,0.035453283259178243,-0.021178890294801134,0.3333333333333333,-0.005678033787624224
0.30000000000000004,0.05,0.05,0.5999999999999999,0.681865031595559,0.016806185846634625,0.037277914465640424,-0.018023233550907625,0.3333333333333333,0.0019621030121745467
0.30000000000000004,0.05,0.1,0.5499999999999999,0.6891766860404701,0.026023214118232756,0.04105156025201258,-0.009717351857908008,0.6666666666666666,0.016837589894860863
0.30000000000000004,0.05,0.15000000000000002,0.4999999999999999,0.6955262310000787,0.03543234978791424,0.043235867819158155,-0.001429203872132967,0.6666666666666666,0.032000675448405395
